renters,description
Acrylicworks Store,"Kotak Obat P3K Acrylic/Akrilik Mini Hospital Edition Kotak Obat Bahan Akrilik Spesifikasi: Bahan Acrylic Warna sesuai varian (Merah / Putih) Diaplikasi pada dinding atau diaplikasi pedestal (dimeja) Ukuran Rak: Panjang 60 cm Tinggi 40 cm dan Ketebalan 11,5 cm Acrylic 3 mm  Terdapat Sekat2 ruangan dalam rak (lihat gambar) dan pintu acrylic sleeding, buka kanan kiri bergantian Berguna untuk penyimpanan obat P3K dirumah maupun dikantor *obat dalam gambar hanya ilustrasi, tidak termasuk dalam item penjualan - Barang Selalu Ready - Packing Aman Sampai Tujuan - Barang Sesuai Foto Produk, Dijamin Kualitas Bagus Tampilan Menarik Silahkan Diorder Stok selalu tersedia Terimakasih Pintu Sleeding Mirip Etalase, Tidak perlu angkat-angkat pintu cukup geser bergantian kanan dan kiri Kondisi Terangkai Siap Pakai  Tersedia Model Lainnya, Silakan Kunjungi Link Berikut: Ukuran Custom WA di 085326566396 Untuk diskusi"
Toko Alat Safety Di Jakarta,Kotak obat p3k+isi type A lengkap termurah MC 15 kotak lebih besar kapasitasnya bisa buat dipakai type a b dan c harga diatas adalah isi lengkp type a dengan kotak terbaru mk 15 info detail isi bisa wa o85658869418
IJRL MEDIKA,ready sesuai fhoto ya kak
Toko Alat Safety Di Jakarta,kassa steril 20 pcs plaster 1.25cm 2 pcs plaster cepat 10 pcs kapas 25 gram 1 pcs gunting 1 pcs pinset 1 pcs y rins 1 pcs povidone 1 pcs alkohol 70%1 pcs minyak kayu putih 60ml 1 pcs panadol merah 1 strip panadol biru 1 strip counterpain gel cool 15 gram salapas promag 1 strip diapet 1 strip
Pusat Safety,"Diharapkan untuk membaca deskripsi produk dengan teliti terlebih dahulu sebelum membeli, supaya tidak terjadi kesalahan dalam bertransaksi di toko kami. kotak p3k first aid box sedang mk11 bahan : plastik warna : putih tutup : transparan cara pasang : digantung di dinding ukuran sedang (290 x 115 x 350 mm) berat : 4kg variasi tipe : - kotak p3k mk11 + isi tipe a - kotak p3k mk11 + isi tipe b - kotak p3k mk11 + isi tipe c - kotak p3k mk11 + isi standar -------------------------------------- ketentuan retur barang: 1. membawa nota pembelian. 2. barang dicek terlebih dahulu oleh pihak kami. 3. barang belum dipakai untuk kegiatan apapun (tidak boleh rusak/ dicuci/ dipakai). 4. produk dapat ditukar maksimal 3 hari setelah barang diterima. 5. tidak dapat pengembalian uang (Jika ingin tukar barang dengan penambahan uang bisa, kalau pengembalian tidak bisa). 6. untuk retur barang dengan pengiriman ongkos kirim pulang pergiditanggung pembeli. 7. barang dikirim terlebih dahulu ke tempat kami. 8. pengiriman hanya bisa melalui ekspedisi J&T (bayar ditempat) untuk pengiriman dari toko kami ke alamat penerima. 9. untuk produk sepatu merk kings by honeywell, cheetah, krushers, track , jogger tidak dapat melakukan retur barang. #kotakp3k #firstaidbox #boxp3k #boksp3k #kotakmedis #kotakobat #boksmedis #boxmedis #boksobat #boxobat #pusatsafety"
Toko Alat Safety Di Jakarta,paket isi kotak obat p3k MC 11 Maspion sudah lengkap isi paket obat p3k paket murah super hemat  isi obat p3k isi A2 nya sesuai di gambar ya kak
aptsehatifarma,"KOTAK OBAT STANDART UNTUK AUDIT K3/PERMENAKER Tipe AKecelakaan bisa terjadi di mana saja sehingga peran P3K sangat dibutuhkan , berikan pertolongan pertama tersebut dengan benar.Kotak P3K ini sangat cocok untuk diaplikasikan di Rumah, sekolah, kantor, pabrik, dll sesuai kebutuhan.Varian Kotak ini dilengkapi kunci dan pengait dinding sehingga sangat mudah,nyamanPrinsip melakukan pertolongan pertama pada kecelakaan harus bersikap tenang, tidak panik dan berikan pertolongan dengan cara cepat dan tepat.Tips Mengisi Kotak P3KLetakkan di lokasi yang mudah dijangkau, hindari tempat yang lembab seperti kamar mandiPastikan Anda bisa menggunakan peralatan yang ada di kotak P3K.Cek secara berkala isi kotak P3K dan pastikan obat belum kadaluarsaModel KOTAK:1.Kotak Kayu Putih2.Kotak Mika Maspion MC-11 3.Kotak Mika MK-11Isi yang tertera pada kotak p3k yaitu : Kasa Steril TerbungkusPerban (lebar 5 cm)Perban (lebar 10 cm)Plester (lebar 1,25 cm)Plester CepatKapas 25 grKain Segitiga MetellaGuntingPenitiSarung Tangan Sekali Pakai (Pasangan)MaskerPinsetLampu SenterGelas Untuk Cuci MataKantong Plastik BersihAquadesPovido LodinAlkohol 70%Buku Panduan P3KDaftar Isi Kotak-Ilustrasi produk seperti pada gambar( jika ada item kosong akan diganti barang sejenis dengan fungsi sama)-untuk kebutuhan perusahaan / jumlah masal silakan chat CS kami"
Toko Alat Safety Di Jakarta,"Isi Obat Kotak P3k Dinding Type A Kapasitas 25 orang Isi obat type A Note Customer belom termasuk kotak WA : 0858-4181-5395 - Tanyakan ketersediaan stok melalui diskusi produk - Pastikan produk yang dibeli sudah benar, tidak bisa tukar / kembalikan - Wajib baca Catatan Smart Buyer dan Syarat Kondisi Jual Isi Kotak Obat P3k Dinding Type A"
Toko Alat Safety Di Jakarta,"Kotak Obat P3K type A Standar tempat kerja Kotak P3K (Jenis kotak A standard), merupakan kotak P3K untuk 25 orang karyawan atau kurang. Sesuai dengan peraturan Menteri Tenaga Kerja dan Transmigrasi No. PER.15/MEN/VIII/2008, tentang Pertolongan Pertama pada Kecelakaan di tempat kerja. Ada 3 (tiga) jenis kotak P3K yaitu : Kotak P3K, Jenis A : untuk 25 orang pekerja/buruh atau kurang. Kotak P3K, Jenis B : untuk 50 orang pekerja/buruh atau kurang. Kotak P3K, Jenis C : untuk 100 orang pekerja/buruh atau kurang. Isi paket Kotak P3K, jenis A : - Kotak P3K Bahan Plastik - Kasa steril terbungkus : 20 bh - Perban (lebar 5 Cm) : 2 bh - Perban (lebar 10 Cm) : 2 bh - Plester (lebar 1,25 Cm) : 2 bh - Plester Cepat : 10 bh - Kapas (25 gram) : 1 bh - Kain segitiga/mittela : 2 bh - Gunting : 1 bh - Wa kosong delapan lima depan  - Empat satu delapan satu - lima tiga sembilan lima - Peniti : 4 bh - Sarung tangan sekali pakai : 2 pasang - Masker : isi 1 pcs - Pinset : 1 bh - Lampu senter : 1 pcs - Gelas untuk cuci mata : 1 bh - Kantong plastik bersih : 1 bh - obat tetes mata - Betadine (60ml) : 1 bh - Alkohol 70 % : 1 bh - Buku panduan P3K di tempat kerja : 1 bh - Decolgen 1 tablet  - Panadol 1 tabet  - Entro stop 1 tablet - Balsem 1 pcs - Mylanta 1 tablet - vicee/vitamin c 10 pcs - tolak angin 1 box - Minyak kayu putih 1 pcs"
Sumber lestari,"SEPAKET Kotak P3K Lengkap Beserta Isinya. Ukuran Tas 24 x 14 Daftar isi dalam tas: 1. Rivanol 100 ml 1 btl 2. Betadine 15 ml 1 btl 3. Minyak kayu putih 1 btl 4. Plaster roll 2 roll 5. Plaster cepat 1 pack (10 lbr)  6. Gunting stainless 1 pc 7. Verban roll 5 & 10 cm @ 1 roll 8. Pincet 1 pc 9. Kasa steril 10 lbr 10. Alcohol swab 5 lbr 11. Thermometer 1 pc 12. Senter 1 pc 13. Kapas Sediakan P3K di rumah, antisipasi untuk pertolongan pertama, apalagi yang punya anak kecil, wajib punya banget. Menyiapkan kotak P3K (pertolongan pertama pada kecelakaan) di mobil juga adalah wajib hukumnya. Hal ini termaktub jelas dalam Undang-Undang No 22 tahun 2009 dan berkaitan dengan tata cara berlalu-lintas di jalan. Cocok juga buat kamu yang berjiwa petualang, traveler dan pendaki gunung; wajib punya banget. Ukurannya pas.. Harganya Murah.. Manfaatnya Selangit."
PJS (PRIMA JAYA SAFETY),"Obat P3K + Isi Lengkap / Kotak p3k dinding lengkap KOTAK P3K + ISI model : bisa di gantung di dinding/ diletakkan diatas rak rumah anda, bisa juga untuk diletakkna dlm mobil buat di UKS sekolah juga bisa lhoo ukuran : 30 x 11 x 29cm sudah termasuk isi didalmya, mencakup : -RIVANOL -ALKOHOL -MINYAK KAYU PUTIH -HANSAPLAST -PERBAN -KAPAS -GUNTING -BETADINE -KASSA"
DISTRIBUTORSAFETYJAKARTA,"Daftar isi kotak obat p3k tipe A : 1.kasa steril : 20 2.verban gulung 5cm : 2 3.verban gulung 10cm :2  4.plester rol 1,25cm : 2 5.plaster cepat (dengan pad):10 6.kapas 25gram :1 7.mitella : 2 8.gunting :1 9.peniti :12 10.sarung tangan sekali pakai : 2 11.(pasangan) : 2 12.masker : 1 13.pinset : 1 14.lampu senter / penlight : 1 15.gelas cuci mata : 1 16.kantong plastik : 1 17.aquades 100ml : 1 18.povidon lodine 60ml : 1 19.alkohol 70% 100ml : 1 20.bulu panduan daftar isi : 1 21.buku panduan daftar isi : 1 silahkan diorder gan harga menentukan kualitas  Note : barang yang sudah dibeli tidak bisa ditukar atau dikembalikan lagi  Temukan promo'' menarik dan dapatkan diskon serbu lainnya  Untuk lebih jelasnta bisa datang berkunjung langsung ke toko kami yang berada digedung ltc glodok lt gf2 blok a26 no 5  happy shopping days  semoga harimu menyenangkan "
Sarana Agung Safety,"Obat P3K + Isi Lengkap / Kotak p3k dinding lengkap KOTAK P3K + ISI model : bisa di gantung di dinding/ diletakkan diatas rak rumah anda, bisa juga untuk diletakkna dlm mobil buat di UKS sekolah juga bisa lhoo ukuran : 30 x 11 x 29cm sudah termasuk isi didalmya, mencakup : -RIVANOL -ALKOHOL -MINYAK KAYU PUTIH -HANSAPLAST -PERBAN -KAPAS -GUNTING -BETADINE -KASSA"
perlengkapan safety19,"Kotak Obat P3K Dinding Lengkap Isi Obat Type A / Isi Obat P3K Lengkap - Kotak P3K Bahan Plastik - Kasa steril terbungkus : 20 bh - Perban (lebar 5 Cm) : 2 bh - Perban (lebar 10 Cm) : 2 bh - Plester (lebar 1,25 Cm) : 2 bh - Plester Cepat : 10 bh - Kapas (25 gram) : 1 bh - Kain segitiga/mittela : 2 bh - Gunting : 1 bh - Peniti : 4 bh - Sarung tangan sekali pakai : 2 pasang - Masker : isi 1 pcs - Pinset : 1 bh - Lampu senter : 1 pcs - Gelas untuk cuci mata : 1 bh - Kantong plastik bersih : 1 bh - obat tetes mata - Betadine (60ml) : 1 bh - Alkohol 70 % : 1 bh - Buku panduan P3K di tempat kerja : 1 bh"
Toko Safety Online,"Kotak Obat P3K Premium / First Aid Kit P3K Dinding + Isi Paket Type B Kotak P3K adalah Kotak yang berisi perban, sarung tangan, daftar isi dan buku panduan P3K, dll. Kotak P3K sudah seharusnya menjadi perlengkapan wajib di setiap tempat, karena sekecil apapun pertolongan pertama yang kita lakukan akan sangat berpengaruh ke jiwa orang tersebut. Isi Kotak P3K Tipe A sesuai Peraturan Menteri Tenaga Kerja dan Transmigrasi Republik Indonesia Nomor : PER.15/MEN/VIII/2088 tentang Pertolongan Pertama pada Kecelakaan di Tempat Kerja Daftar Isi Kotak P3K tipe B 1. Kasa Steril Terbungkus = 40 2. Perban (lebar 5cm) = 4 3. Perban (lebar 10cm) = 4 4. Plester (lebar 1,25cm) = 4 5. Plester Cepat = 15 6. Kapas (25gram) = 2 7. Kain Segitiga/mitella = 4 8. Gunting Perban = 1 9. Peniti = 12 10. Sarung Tangan Sekali Pakai (pasangan) = 3 11. Masker = 4 12. Pinset = 1 13. Lampu Senter = 1 14. Gelas Untuk Cuci Mata = 1 15. Kantong Plastik Bersih = 2 16. Aquades 100 ml lar.Saline (diganti dengan Yrins 12 ml) = 1 17. Povidon Iodin (60ml) = 1 18. Alkohol 70% = 1 19. Buku Panduan P3K ditempat Kerja = 1 20. Buku Catatan = 1 21. Daftar Isi Kotak = 1 Ini Dia Alasan Mengapa Wajib Belanja Alat Keselamatan Kerja Di Safety Online Store : ✔Semua Produk Sudah Teruji Standartnya ✔Menjual Produk Produk Berkualitas ✔Terjami 100% Produk Original ✔Tersedia Toko Offline (Workshop) ✔100% Transaksi Secara Online Aman Jam Oprasional Pengiriman : - Senin - Jum'at : 10:00 - 17:00 Pelayanan Chat Produk :  - Setiap Hari 24 Jam Note Custamer : - Tanyakan ketersediaan stok melalui diskusi produk - Pastikan produk yang dibeli sudah benar, tidak bisa tukar / kembalikan - Wajib baca Catatan Smart Buyer dan Syarat Kondisi. #alatsafety #alatpemadam #alatclimbing #alatkesehatan #peralatanp3k #alatkeselamatankerja"
Sarana Agung Safety,"Kotak Obat P3K Dinding Maspion MC 11 Terbuat dari bahan plastik yang kokoh dengan sisi pintu transparan sehingga mudah untuk melihat isi kotak P3K. Ukuran 30cm x 45 cm. Kotak obak/P3K MC-11 dengan tempat yang lengkap dan kuat membuatnya sangat digemari oleh konsumen. Kotak obat ini sangat cocok digunakan baik di rumah ataupun di kantor, pabrik, ataupun tempat umum lainnya. Daftar Isi Type Hemat : -RIVANOL 1pcs -ALKOHOL 1pcs -MINYAK KAYU PUTIH 1pcs -HANSAPLAST 10trip -PERBAN kecil 2 panjng 2 -KAPAS 1pcs -GUNTING 1pcs -BETADINE 1pcs -KASSA 1pcs"
Toko Safety Online,"Isi obat tipe C Note Customer WA : 0821-2551-4607 - Tanyakan ketersediaan stok melalui diskusi produk - Pastikan produk yang dibeli sudah benar, tidak bisa tukar / kembalikan - Wajib baca Catatan Smart Buyer dan Syarat Kondisi"
perlengkapan safety19,Paket Murah P3k Lengkap Kotak Obat Dinding Maspion Mc 11 1 ALKOHOL : 1 Pcs 2 POVIDONE : 1 Pcs 3 HANSAPLAS : 5 Pcs 4 Perban 5 Cm : 1 pcs 5 Kapas 25 g : 1 pcs 6 Kasa Steril : 1 box Isi = 10 pcs 7 Gunting Lipat : 1 pcs
Leviatools,Kotak Box Organizer Medicine First Aid Tempat Penyimpanan Obat P3K Kotak P3K menyimpan obat atau alat kebutuhan medis tertentu. Terdapat sekat dibox atas untuk merapihkan beberapa obat atau perlengkapan medis. Kotak obat ini terbuat dari plastik yang berkualitas baik dan lebih keras serta kuat. Seal penutup yang rapat dan mebuat perlengkapan medis dibox ini tidak mudah terguncang dan berceceran di dalam dan memiliki handle yang memuat ini menjadi lebih portable dalam keadaan darurat. Detil ukuran: Small: 24 x 17.7 x 15.3 cm Medium: 29.1 x 21.4 x 18.2 cm Large: 36.6 x 26.8 x 22 cm Material: Plastik  Warna: Putih
Tirta Medilab,MASPION MK-11 - KOTAK OBAT INI DAPAT DIGANTUNG DI DINDING. - BAHAN TERBUAT DARI PLASTIK MIKA. - DIMENSI : 29CM X 12CM X 35CM
Medis Malang,Kotak P3K Dinding bentuk kotak - Bahan Plastik Mika - Pintu dengan pengunci dan jendela transparan yang lebar - Rak 1 buah bisa dilepas - Dimensi pxlxt= 28x11x28 cm - Ada lubang untuk tempat paku Satuan: bh NOMOR IZIN EDAR: FR.03.02/VA/0276/2018 * FREE BUBBLE WRAP DAN KARDUS
Hakaru Home Living,"YOKO Kotak Penyimpanan Obat dan P3K Ukuran : 1. Kecil (24 x 17.7 x 15.3cm) 2. Sedang (29.1 x 21.4 x 18.2cm) 3. Besar (36.6 x 26.8 x 22cm) Bahan : Plastik tebal Warna :  1. Putih Merah 2. Putih Hijau Keunggulan YOKO : - Bahan tebal dan berkapasitas besar. - Memiliki banyak sekat, sehingga dapat memasukan berbagai jenis obat-obatan dan P3K sesuai kegunaan dan ukurannya. - Tersedia pegangan dibagian tutup sehingga mudah untuk dibawa dan dipindahkan. - Pengunci tutup kuat dibagian kanan dan kiri. - Membantu dalam menyusun obat-obatan agar lebih tertata rapih dalam satu box sehingga mudah saat diperlukan/dicari kembali. - Ukuran pas untuk disimpan dalam lemari/rak/laci. Penting : Harap membuat video unboxing untuk membantu proses jika ada kerusakan items. HAKARU merupakan homeware Jepang yang menawarkan produk berkualitas tinggi dengan berfokus pada keindahan dan penataan rumah 😊 🌸 Produk Terjamin Original Premium 🌸 Kepuasan menjadi Prioritas Utama 🌸 Siap Bantu Pertanyaan dan Kendala Dengan memilih HAKARU, dapat menghadirkan sentuhan keindahan dan kelas dalam rumah. Selamat menciptakan rumah yang indah dan nyaman dengan produk HAKARU!✨"
HellowGamis,"Medicine Box Organizer White First Aid Box / Kotak Obat P3K TES * Jaminan Ready Stock, * Jaminan Produk Berkualitas, * Jaminan One Day Service (Selain Gojek/Grab, cek status pengiriman malam hari), * Jaminan Pengiriman dan Pengemasan/Packing aman Sampai Kerumah anda dengan selamat, Menjangkau seluruh plosok Indonesia. ______________________________________________________________________________________________________________________ Alat Organizer Lainnya : https://www.tokopedia.com/theeverythingsto/etalase/organizer Medicine Box Organizer White First Aid Box / Kotak Obat P3K Putih Perlengkapan H220 Detil ukuran: Small: 24 x 17.7 x 15.3 cm Medium: 29.1 x 21.4 x 18.2 cm Large: 36.6 x 26.8 x 22 cm Material: Plastik Warna: Putih"
Charlottie Medika,Kotak p3k standar List isi sesuai gambar di slide kedua
Toko Alat Safety Di Jakarta,Isi Kotak Obat P3K Lengkap Murah/hemat A 1 Isi Obat P3k Paket Hemat Type A 1 1 ALKOHOL : 1 Pcs 2 POVIDONE : 1 Pcs 3 HANSAPLAS : 5 Pcs 4 Perban 5 Cm : 1 pcs 5 Kapas 25 g : 1 pcs 6 Kasa Steril : 1 box Isi = 10 pcs 7 Gunting Lipat : 1 pcs Isi Sesuai Deskripsi Belum Termasuk Kotak Biasakan baca deskripsi sebelum order agar tidak terjadi komplain terimkasih Stok Selalu Ready ya kak
healthydrink_jkt,"Material Polyester READY WARNA MERAH Dimensi 23 X 13 X 7.5 cm Spesikasi : - 3 sekat besar untuk tempat botol obat - 3 sekat bahan karet untuk selipan obat berbentuk botol atau salep - Tutup full resleting - Terdapat pegangan tas Tas travel yang berfungsi untuk anda membawa perlengkapan obat-obatan pribadi ataupun obat-obatan untuk mengantisipasi apabila terjadi kecelakaan yang tidak diinginkan. Memiliki ruang yang cukup besar untuk dapat menampung peralatan dan juga perlengkapan pertolongan pertama. Features Large Capacity Kapasitas besar yang membuat Anda dapat menyimpan seluruh peralatan dan perlengkapan obat-obatan P3K pada tas kesehatan ini. Safe Slot Tas ini memiliki ruang yang dapat digunakan untuk menyimpan obat-obatan yang tidak dapat bertahan lama, sehingga memerlukan tempat penyimpanan khusus seperti obat-obatan yang dikonsumsi. Untuk peralatan terdapat strap penahan yang mencegah peralatan tercecer, sehingga peralatan tertata dengan rapi di dalam tas. Easy to Carry Memiliki handle yang memudahkan anda dalam membawa tas ini pada saat yang diperlukan. PACKAGE CONTENT 1 x Tas Perlengkapan Obat P3K First Aid Kit (Tidak dengan isi) ===================================================== untuk kelengkapan pouch p3k plus isi di link bawah ini  ： https://www.tokopedia.com/healthydrinkjkt/pouch-p3k-isi-pertolongan-pertama-first-aid-kit-p3k-12-in-1 Catatan: *Semua barang yang kami jual adalah produk Import, bukan Lokal *Apa yang anda lihat pada gambar, itulah yang anda peroleh *Jika terdapat sedikit perbedaan pada warna hal ini disebabkan pengaturan yang berbeda pada layar monitor *Harap cantumkan warna yg di ingini pada order atau kami kirim random *Untuk Dropshiper harap cantumkan nama & hp pengirim pada kolom Dropship"
Alkes cibitung,kotak p3k sudah lengkap dg isi ya
Homesio,"Tas P3K ini berisikan 18 alat untuk pertolongan pertama, yang Anda butuhkan pada saat terluka ketika berpetualang, camping atau saat traveling. Semua barang yang Anda butuhkan tersedia didalam tas P3K ini. 18 in 1 First Aid Kits Perlengkapan yang tepat untuk menolong Anda pada saat terluka, tas yang berisikan alat-alat pertolongan pertama. Wajib dibawa saat sedang traveling, berpetualang ataupun sekedar berjaga-jaga di rumah dan kantor. Beberapa alat yang tersedia seperti plaster, perban, gunting, peniti, emergency blanket, pad alkohol dan masih banyak lagi. Bag Included Semua perlengkapan P3K ini disimpan pada sebuah tas praktis yang tidak berat dan sangat mudah dibawa kemanapun Anda berpergian. Dimensi	Tas: 21 x 13 x 5 cm"
GM Bear,"GM Bear Kotak P3K 1315 - Tranquil Medicine Box GM Bear Tranquil Storage Box atau kotak p3k ini bisa digunakan untuk tempat penyimpanan segala jenis obat atau barang lain.  Dilengkapi dengan banyak compatible sehingga obat lebih rapih dan nyaman ketika akan digunakan.  Ukurannya yang kecil sangat praktis cocok untuk dibawa travelling atau untuk kotak obat dirumah.  Keunggulan Produk :  - Terdapat 2 susun sehingga penyusunan dapat sesuai kebutuhan  - Bahan Material plastic, kokoh dan aman  - Desain Handle hand sehingga mudah dibawa dan dipindahkan  - Dapat dilock sehingga aman tidak mudah tumpah - Bisa untuk menaruh berbagai jenis obat Spesifikasi Produk : Warna : White Ukuran Produk : 21.5 x 14.5 x 13 cm Ketentuan Komplain: Pengajuan komplain pesanan kurang/tidak lengkap, kendala produk, atau komplain lainnya hanya dapat diajukan ketika Status Pesanan BELUM SELESAI dan pengajuan hanya dilayani melalui MARKETPLACE. Pengajuan komplain WAJIB disertai dengan VIDEO BUKA KEMASAN PAKET dari awal hingga akhir TANPA Video buka kemasan paket, maka Komplain tidak dapat kami terima. Note:  Pesanan diproses pada Hari Senin s.d Sabtu  Pengiriman dapat berubah saat Big Campaign"
Toko Alat Safety Di Jakarta,"Kotak Obat P3K type A Standar tempat kerja Kotak P3K (Jenis kotak A standard), merupakan kotak P3K untuk 25 orang karyawan atau kurang. Sesuai dengan peraturan Menteri Tenaga Kerja dan Transmigrasi No. PER.15/MEN/VIII/2008, tentang Pertolongan Pertama pada Kecelakaan di tempat kerja. Ada 3 (tiga) jenis kotak P3K yaitu : Kotak P3K, Jenis A : untuk 25 orang pekerja/buruh atau kurang. Kotak P3K, Jenis B : untuk 50 orang pekerja/buruh atau kurang. Kotak P3K, Jenis C : untuk 100 orang pekerja/buruh atau kurang. Isi paket Kotak P3K, jenis A : - Kotak P3K Bahan Plastik - Kasa steril terbungkus : 20 bh - Perban (lebar 5 Cm) : 2 bh - Perban (lebar 10 Cm) : 2 bh - Plester (lebar 1,25 Cm) : 2 bh - Plester Cepat : 10 bh - Kapas (25 gram) : 1 bh - Kain segitiga/mittela : 2 bh - Gunting : 1 bh - Peniti : 4 bh - Sarung tangan sekali pakai : 2 pasang - Masker : isi 1 pcs - Pinset : 1 bh - Lampu senter : 1 pcs - Gelas untuk cuci mata : 1 bh - Kantong plastik bersih : 1 bh - obat tetes mata - Betadine (60ml) : 1 bh - Alkohol 70 % : 1 bh - Buku panduan P3K di tempat kerja : 1 bh"
4Life Safety,"Refill Handmed isi dari kit p3k handmed,isi sudah lengkap sesuai list by doctor. refill ini hanya isi tanpa tas."
Toko Alat Safety Di Jakarta,"Kotak obat P3k dinding type B + isi Lengkap jual kotak p3k lengkap dengan isi murah di toko my safety Plastik box kite tipe B adalah Kotak yang berisi perban, sarung tangan, daftar isi dan buku panduan P3K, dll. Kotak P3K sudah seharusnya menjadi perlengkapan wajib di setiap tempat, karena sekecil apapun pertolongan pertama yang kita lakukan akan sangat berpengaruh ke jiwa orang tersebut. Kotak P3K ini Digunakan di perusahaan sesuai dengan Peraturan Menteri Tenaga Kerja dan Transmigrasi RI No:PER-15/MEN/VIII/2008 tentang P3K Di Tempat Kerja. Note Customer - Tanyakan ketersediaan stok melalui diskusi produk - Pastikan produk yang dibeli sudah benar, tidak bisa tukar / kembalikan - Wajib baca Catatan Smart Buyer dan Syarat Kondisi Jual Isi Obat P3K Type B termurah 1 Buku panduan P3K - 1 2 Kasa steril terbungkus - 40 pcs 3 Perban 10 cm - 4pcs/ roll 4. Perban 5 cm - 4 psc / roll 5. Plester Hansaplast Roll 1.25 6. Plester Cepat Hansaplast - 15 pcs 7. Kapas 25 gr - 2 pcs 8. Kain Segi Tiga Mitella - 4pcs 9. Gunting - 1 pcs 10. Sarung tangan pasangan - 3 pasang 11. Masker 1 pcs 12. Peniti - 12 PCS 13. Pinset - 1 pcs 14. Lampu Senter - 1 psc 15. Gelas Cuci Mata - 2 pcs 16. Kantong Plastik Bersih - 1PCS 17. yerins 1 pcs 18. Povidone Iodine 60 ml (Betadhine) - 1 fls 19. Alkohol 70 % - 1 fls 20. daftar isi 1 lembar"
Sarana Agung Safety,Kotak P3K Plastik Jinjing merk OneMed sudah lengkap dengan isinya. Isi: * 1 pc Plesterin Aqua amplop isi 10 * 1 pc Plesterin Elastis amplop isi 10 * 1 bh Povidone Iodine 15ml * 10 bh Alkohol Swabs * 2 roll Verban 10cm * 2 roll Verban 5cm * 1 bh gunting tumpul/tumoul * 1 pak ultrafix 2x10cm isi 8 * 1 pak kasa steril 785 * 1 roll medicrepe 4 inch * 5 bh masker karet earloop Onemed * 4 bh Glove Nitrile orange size M * 1 bh Aseptic gel 50ml Onemed * 1 bh kotak obat * 1 bh Kotak P3K13000
LapakSpuit,"OneMed First Aid Kit Bag Red Set OneMed First Aid Kit Bag Red Set adalah tas P3K warna merah model dompet dengan tulisan putih, bahan kain, dengan sebuah sekat di satu sisinya. Praktis dan mudah dibawa kemana2.Bawa selalu di perjalanan dan kendaraan Anda, P3K set ini siap menolong Anda saat kecelakaan. Kelengkapan - Steril Pads (Kasa Steril) 5x5 cm 8 ply - One Swabs (Kapas Alkohol) - Verban 5cm - Dermafix T 5x7 cm (plester+pad non woven transparant) - Plesterin Bulat (plester+pad non woven diameter 2.2 cm) - Plesterin Anti Air (plester+pad non woven transparant) - Ecodine 10 ml (Obat luka) - Ultrafix 2.5cm x 1m (plester roll non woven) - Gunting"
Onemed Malang,"Kotak P3K untuk dinding bahan plastik mika tebal, jendela kaca transparan lebar, dengan 4 ruang di dalamnya Ukuran (pxlxt)=32x12x44cm satuan: bh NOMOR IZIN EDAR: FR.03.02/VA/0276/2018 Untuk pengajuan komplain wajib menyertakan video unboxing paket. Kami akan mengirimkan produk dengan kemasan terbaru dan dikemas menggunakan Box Onemed. Semua produk yang telah dibeli tidak dapat di retur, karena resiko kemasan rusak akibat kesalahan kurir pada saat pengiriman paket. Pastikan produk yang dipesan sudah benar dan sesuai pada saat transaksi. Untuk pengajuan komplain wajib menyertakan video unboxing paket."
Tanata Home Living,"""TANATA  Temukan Keindahan Hidup dari Ruman yang Nyaman✨ • • • DAICHI Penyimpanan Pertolongan Praktis Ukuran : 32.5 x 23 x 19.3cm Bahan : PP + PS Warna : 1. Krem 2. Putih - Serbaguna dan fungsional, bisa digunakan untuk obat-obatan dan P3K, peralatan buku dan alat tulis, perhiasan dan makeup, dan penyimpanan lainnya. - Bahan tebal dan berkapasitas besar bersekat. - Tersedia pegangan sehingga mudah untuk dibawa dan dipindahkan. - Pengunci tutup kuat dan adanya sekat untuk bagian tengah wadah. - Membantu dalam menyusun barang agar lebih tertata rapih dalam satu box sehingga mudah saat diperlukan/dicari kembali. • • • Penting untuk VIDEO UNBOXING paket untuk kamu komplain jika adanya kerusakan saat diterima. Pastikan produk yang divideokan jelas terekam agar mempermudah TANATA proses komplain kamu. Selamat belanja! 😊✨"""
Sarana Agung Safety,"ONEMED P3K dengan Tas/Pouch merah bahan kain, dengan sebuah sekat di satu sisinya. Praktis dan mudah dibawa kemana2. Bawa selalu di perjalanan dan kendaraan Anda. Kotak P3K merk OneMed sudah lengkap dengan isinya. Isi: - Steril Pads (Kasa Steril) 5x5 cm 8 ply - One Swabs (Kapas Alkohol) - Verban 5cm - Dermafix T 5x7 cm (plester+pad non woven transparant) - Plesterin Bulat (plester+pad non woven diameter 2.2 cm) - Plesterin Anti Air (plester+pad non woven transparant) - Ecodine 10 ml (Obat luka) - Ultrafix 2.5cm x 1m (plester roll non woven) - Gunting Ukuran : 15cm x 11cm Sedia selalu P3K untuk antisipasi kecelakaan Sedia selalu pahlawan rawat luka, kotak p3k set + isi di mobil/ sepeda motor/ kendaraan pribadi juga dalam lingkungan kerja dan tempat tinggal Anda! Antisipasi kecelakaan saat perjalanan/ kegiatan Anda. Satuan: set NOMOR IZIN EDAR: FR.03.02/VA/0276/2018"
